Name,Name,Key,Style,Style_Key,Brewery,Description,ABV,Ave_Rating,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,Brewery_ID,Brewery_Name,Avg_Review_Overall,Avg_Review_Aroma,Avg_Review_Appearance,Avg_Review_Palate,Avg_Review_Taste,Beer_ID
Helios Goya Dry,Helios Goya Dry,3414,Happoshu,79,"Helios Distillery Co., Ltd.",Notes:,5.0,3.5,6,7,3,13,8,6,0,6,14,5,7,13130,"Helios Distillery Co., Ltd.",4.75,4.25,4.0,4.25,4.25,31943
Hell Or High Watermelon Wheat Beer,Hell Or High Watermelon Wheat Beer,3310,Fruit and Field Beer,77,21st Amendment Brewery,"Notes:Like Lady Liberty, we stand for independence and perseverance. In the pursuit of innovative beer, there is no obstacle too great. No journey too long. No fruit too gigantic. This American wheat beer is brewed with real watermelon, for a flavor that’s surprisingly crisp, dry and refreshing—summer in a can.17 IBU	",4.9,3.4,31,27,9,17,66,49,5,100,37,17,63,735,21st Amendment Brewery,3.3887711864406778,3.1165254237288136,3.23728813559322,3.32521186440678,3.23728813559322,4202
Hell's Belle,Hell's Belle,2084,Pale Ale - Belgian,49,Big Boss Brewing,Notes:,7.0,3.57,19,36,24,32,74,47,0,66,44,40,46,15189,Big Boss Brewing,3.65,3.522222222222222,3.6277777777777778,3.6055555555555556,3.5388888888888888,35470
Helldorado,Helldorado,4215,Barleywine - American,97,Firestone Walker Brewing Co.,"Notes:Part of the adventure of aging beer in retired spirits barrels is the synergistic interaction of different malt flavors with the oak and spirit flavors from the barrel. Darker beers like stouts and darker barley wines have typically been the favored candidates for barrel-aging, due to their deeper caramel and roasted flavors. Helldorado breaks that mold with a deep golden color from being brewed solely with English and American pale malts. The bready, honeyed flavors of pale malts pull out rich wildflower honey, vanilla and coconut notes from the oak, creating an overall flavor evocative of bourbon-glazed graham crackers that stands as singularly unique in our Vintage lineup.	",12.8,4.29,6,39,56,25,101,23,5,45,48,21,134,2210,Firestone Walker Brewing Co.,4.5,4.5,4.0,4.0,4.5,74357
Helles Belles,Helles Belles,2545,Lager - Helles,59,Ninkasi Brewing Company,Notes:,5.3,3.63,40,25,4,31,19,15,3,11,59,5,50,14400,Ninkasi Brewing Company,3.6666666666666665,3.6666666666666665,4.0,4.166666666666667,4.0,72570
Helles Golden Lager,Helles Golden Lager,2522,Lager - Helles,59,Sly Fox Brewing Company,Notes:German Pils malt / Saaz & Hallertauer M. Hops18 IBU	,4.9,3.69,27,17,6,38,37,13,1,15,58,4,59,10397,Sly Fox Brewing Company,4.125,3.7916666666666665,3.8541666666666665,3.9166666666666665,3.8958333333333335,29773
Hemel & Aarde,Hemel & Aarde,3762,Smoked Beer,86,Brouwerij De Molen,"Notes:Hemel & Aarde is brewed with the most heavily peated malts we could find. Not for the fainthearted. This powerful brew overwhelms you with smoke, chocolate and coffee. Flavour indication: smoke, chocolate, coffee Translates as Heaven & Earth	",10.0,4.05,8,93,33,44,57,4,3,13,24,62,99,11031,Brouwerij De Molen,4.125,4.225,4.275,4.075,4.2,52132
Hen's Tooth,Hen's Tooth,4662,Strong Ale - English,106,Greene King / Morland Brewery,Notes:,6.5,3.49,17,52,23,33,59,23,0,28,46,5,82,203,Greene King / Morland Brewery,3.355813953488372,3.218604651162791,3.8093023255813954,3.453488372093023,3.3930232558139535,878
Henninger Premium Lager,Henninger Premium Lager,2527,Lager - Helles,59,Henninger Bräu AG,Notes:,4.8,3.02,18,24,10,26,22,13,3,6,48,7,74,3923,Henninger Bräu AG,3.064655172413793,2.7155172413793105,3.1336206896551726,3.0043103448275863,2.8663793103448274,9298
Henry Weinhard's Blue Boar Ale,Henry Weinhard's Blue Boar Ale,1237,Cream Ale,30,Blitz-Weinhard Brewing Co.,"Notes:Malts: North American Select Pale and Caramel MaltsHops: Pacific Northwest Cascade, Willamette and Cluster HopsCalories/12 oz: 144Carbohydrates (g): 12.4% Alcohol by Vol: 4.60Bitterness Units: 14.0	",4.6,2.83,27,56,6,43,38,14,1,27,55,3,44,719,Blitz-Weinhard Brewing Co.,3.0725806451612905,2.5483870967741935,2.814516129032258,2.7661290322580645,2.838709677419355,2765
Henry Weinhard's Private Reserve,Henry Weinhard's Private Reserve,2321,Lager - American,55,Blitz-Weinhard Brewing Co.,Notes:Malts: North American Select Pale MaltHops: Pacific Northwest Cascade HopsCalories/12 oz: 150Carbohydrates (g): 13.0% Alcohol by Vol: 4.80Bitterness Units: 15.0	,4.8,3.13,15,24,7,40,32,17,0,14,51,1,49,719,Blitz-Weinhard Brewing Co.,3.409090909090909,2.9727272727272727,3.25,3.213636363636364,3.1545454545454548,5040
Hercules Double IPA,Hercules Double IPA,1522,IPA - Imperial,37,Great Divide Brewing Company,"Notes:Hercules Double IPA is not for the faint of heart. It is, however, fit for the gods. Hercules delivers a huge amount of hops from start to finish. Its hefty backbone of nutty, malty sweetness balances its aggressive hop profile.2007 Australian International Beer Awards, Gold Medal, Imperial IPA2008 Australian International Beer Awards, Silver Medal, Imperial IPA2009 Australian International Beer Awards, Silver Medal, Imperial IPA2010 BeerAdvocate “Top 100 Beers On Planet Earth,” #48	",10.0,4.15,15,43,24,84,61,59,0,91,119,14,93,158,Great Divide Brewing Company,4.055878084179971,4.156386066763425,4.187227866473149,4.134978229317852,4.196661828737301,17060
Hevelius Kaper,Hevelius Kaper,2457,Lager - European Strong,58,Elbrewery Co. Ltd. Sp. z o.o.,Notes:,8.7,3.42,10,27,49,29,68,31,2,28,36,9,73,672,Elbrewery Co. Ltd. Sp. z o.o.,3.319277108433735,3.289156626506024,3.7289156626506026,3.463855421686747,3.355421686746988,1853
Hibernation Ale,Hibernation Ale,4303,Old Ale,99,Great Divide Brewing Company,"Notes:HIBERNATION ALE has been our celebrated winter tradition since 1995. This robust, dry-hopped ale has a malty richness balanced with a complex hop profile and hearty, warming character.AWARDS:1997 Great American Beer Festival, Gold Medal, Strong Ale/ English-Style Old Ale1998 World Beer Cup, Silver Medal, Strong Ale/English-Style Old Ale2003 Great American Beer Festival, Silver Medal, Old Ale2006 Great American Beer Festival, Silver Medal, Aged Beer	",8.7,4.05,11,72,41,50,93,14,1,24,35,3,139,158,Great Divide Brewing Company,3.929979253112033,4.016078838174274,4.055497925311204,3.9974066390041494,4.1078838174273855,1446
Hibernator,Hibernator,608,Scottish Ale,16,Long Trail Brewing Co.,"Notes:A Vermont classic returns in 2017! Built to take the bite from a cold winter night, Hibernator features a rich malt base highlighted by warming notes of caramel and toffee. Don't sleep on this rich, robust winter brew. Last year we awoke the bears with a limited run of cans offered at our brewery in Bridgewater Corners. In 2017, we're culminating a year of throwing it back to our roots, by sending Hibernator out for a full run of distribution in 6pks and 12pks of 12 ounce bottles and on draught. Keep your eyes out for it as the weather cools down!32 IBU	",6.0,3.68,7,42,20,23,61,17,0,21,31,13,131,94,Long Trail Brewing Co.,3.796680497925311,3.4979253112033195,3.8112033195020745,3.628630705394191,3.699170124481328,271
Hickory Stick Stout,Hickory Stick Stout,3848,Stout - American,88,Olde Hickory Brewery,Notes:,5.8,3.74,11,77,12,82,46,14,1,13,45,10,97,7753,Olde Hickory Brewery,3.792307692307692,3.769230769230769,3.953846153846154,3.646153846153846,3.769230769230769,32896
Hinano,Hinano,2448,Lager - European Pale,57,Brasserie de Tahiti S.A.,Notes:,5.0,2.88,11,14,3,16,17,16,0,20,25,1,32,2218,Brasserie de Tahiti S.A.,2.9788732394366195,2.8028169014084505,2.992957746478873,2.76056338028169,2.7746478873239435,5654
Hirter Morchl,Hirter Morchl,884,Lager - Munich Dunkel,22,Brauerei Hirt GmbH,Notes:,5.0,3.87,18,68,16,31,77,26,0,39,30,6,132,3043,Brauerei Hirt GmbH,3.875,3.727272727272727,3.8863636363636362,3.727272727272727,3.852272727272727,25903
Hitachino Nest Extra High (XH),Hitachino Nest Extra High (XH),4582,Strong Ale - Belgian Dark,104,Kiuchi Brewery,"Notes:From Japan's most prestigious brewery, Hitachino Nest XH (Extra High) is a strong Belgian Brown Ale, matured in shochu (distilled sake) barrels. Chinook & Styrian Goldings hops are use	",8.0,3.82,17,47,27,23,73,54,0,51,23,20,64,697,Kiuchi Brewery,3.5760869565217392,3.878623188405797,3.903985507246377,3.7518115942028984,3.7753623188405796,7728
Hitachino Nest Japanese Classic Ale,Hitachino Nest Japanese Classic Ale,1469,IPA - English,36,Kiuchi Brewery,Notes:Hitachino Japanese Classic Ale is brewed following the original India Pale Ale brought to Japan in the 19th century . It is slowly matured in Cedar casks which are commonly used in the brewing of traditional Japanese sake.	,7.0,3.81,18,48,16,64,70,73,0,105,103,27,77,697,Kiuchi Brewery,3.722772277227723,3.8044554455445545,3.886138613861386,3.8217821782178216,3.853960396039604,16429
Hitachino Nest Red Rice Ale,Hitachino Nest Red Rice Ale,4618,Strong Ale - Belgian Pale,105,Kiuchi Brewery,Notes:,7.0,3.73,20,27,23,8,68,41,1,62,20,21,59,697,Kiuchi Brewery,3.5440140845070425,3.5088028169014085,3.7975352112676055,3.573943661971831,3.6109154929577465,4770
Hitachino Nest White Ale,Hitachino Nest White Ale,5065,Wheat Beer - Witbier,115,Kiuchi Brewery,Notes:,5.5,4.08,15,28,4,18,31,65,0,68,24,34,23,697,Kiuchi Brewery,4.069536423841059,4.033112582781457,3.7869757174392937,3.9525386313465782,4.1114790286975715,2013
Hite,Hite,2438,Lager - European Pale,57,Hite Brewery Company LTD,Notes:,4.5,2.47,16,21,7,16,14,4,1,2,19,4,41,1472,Hite Brewery Company LTD,2.6743119266055047,2.371559633027523,2.5596330275229358,2.5871559633027523,2.4403669724770642,3981
Hockley Dark,Hockley Dark,459,Mild Ale - English Dark,12,Hockley Valley Brewing Co.,Notes:,5.0,3.65,12,68,8,33,74,19,0,27,32,8,107,10001,Hockley Valley Brewing Co.,3.7621951219512195,3.6463414634146343,3.6890243902439024,3.451219512195122,3.652439024390244,19288
Hoegaarden Grand Cru,Hoegaarden Grand Cru,4643,Strong Ale - Belgian Pale,105,Brouwerij van Hoegaarden,Notes:,8.5,4.03,13,36,49,10,46,58,0,70,20,55,35,83,Brouwerij van Hoegaarden,3.9585798816568047,4.023668639053255,3.93491124260355,4.008875739644971,3.9881656804733727,1704
Hoegaarden Original White Ale,Hoegaarden Original White Ale,5053,Wheat Beer - Witbier,115,Brouwerij van Hoegaarden,"Notes:The Original Belgian Wheat Beer. Almost 600 years ago in the Belgian village of Hoegaarden, a band of monks experimented by adding oddball botanicals from halfway around the world to their traditional wheat beer. Our recipe, inspired by their creation, is a beer with a refreshing flavor and captivating aroma, unlike any in the world. Let the refreshing citrus and earthy coriander alleviate the stresses of modern living and whisk you to another place entirely. You might call it divine inspiration... we call it Hoegaarden.	",4.9,3.81,14,24,6,6,21,45,0,45,21,17,18,83,Brouwerij van Hoegaarden,4.080036518563603,3.8107121119902616,3.866707242848448,3.8003651856360317,3.892878880097383,248
Hofbrau Hefe Weisse Dunkel,Hofbrau Hefe Weisse Dunkel,4915,Wheat Beer - Dunkelweizen,112,Hofbräuhaus München,Notes:,5.1,3.88,15,52,9,16,60,31,0,56,20,32,87,4686,Hofbräuhaus München,3.5,4.0,4.0,3.5,3.5,69524
Hofbräu Dunkel,Hofbräu Dunkel,853,Lager - Munich Dunkel,22,Hofbräuhaus München,"Notes:Dark specialties were being made in Bavaria long before the advent of pale specialties. Over the years, Hofbrau Dunkel lost nothing of its popularity. With the rich flavour, it remains a refreshing beverage, suitable for all occasions. A traditional Munich deliciousness.	",5.5,3.8,14,43,7,38,62,15,1,18,48,6,127,4686,Hofbräuhaus München,3.8687782805429864,3.563348416289593,3.8619909502262444,3.7171945701357467,3.769230769230769,8116
Hofbräu Maibock (Urbock),Hofbräu Maibock (Urbock),104,Bock - Maibock,4,Hofbräuhaus München,Notes:,7.2,3.91,22,34,27,43,56,9,1,14,56,13,94,4686,Hofbräuhaus München,3.920152091254753,3.7680608365019013,3.8992395437262357,3.8631178707224336,3.9220532319391634,3397
Hofbräu Münchner Weisse,Hofbräu Münchner Weisse,4964,Wheat Beer - Hefeweizen,113,Hofbräuhaus München,"Notes:The origin of Hofbrau Hefe Weizen dates back to 1589 and since then the ""Weisse"" has a distinctive place in the history of Hofbrau Munchen. The beer is characterized by its sparkling, by its rich foam and naturally by its unforgettable refreshing taste.	",5.1,3.91,19,40,4,11,25,16,1,51,11,37,44,4686,Hofbräuhaus München,3.990033222591362,3.6677740863787376,3.8637873754152823,3.813953488372093,3.7823920265780733,3836
Hofbräu Oktoberfestbier,Hofbräu Oktoberfestbier,811,Lager - Märzen / Oktoberfest,21,Hofbräuhaus München,"Notes:The Oktoberfest originated in 1810 in Munich, Germany, as a wedding celebration for the Crown Prince Ludwig of Bavaria. This product was created especially for this event and is brewed usually for the Oktoberfest, now the largest beer festival in the world. Hofbräu München (HB) is one of a selected group of breweries granted the privileges of supplying the Oktoberfest with their products. Using the highest quality ingredients, HB's Oktoberfest Specialty has its own distinctive and unique taste.	",6.3,3.54,17,31,4,32,48,10,6,6,46,3,81,4686,Hofbräuhaus München,3.5443458980044347,3.141906873614191,3.347006651884701,3.436807095343681,3.3082039911308203,2011
Hofbräu Original,Hofbräu Original,2502,Lager - Helles,59,Hofbräuhaus München,Notes:,5.1,3.83,20,49,5,39,21,6,3,9,88,8,84,4686,Hofbräuhaus München,4.030927835051546,3.5695876288659796,3.7551546391752577,3.7396907216494846,3.818298969072165,3062
Hog's Head Brew (Harry Potter),Hog's Head Brew (Harry Potter),643,Scottish Ale,16,Florida Beer Company,Notes:,5.5,3.61,7,16,2,12,8,4,0,1,12,3,21,161,Florida Beer Company,3.8,3.5,3.6,3.4,3.6,65437
Hogwash,Hogwash,3789,Smoked Beer,86,Jackie O's Pub & Brewery,"Notes:The Jackie O's take on a breakfast beer, Hogwash was designed to taste like breakfast sausage. German smoked malt, local maple syrup, and lavender was used to evoke the thought of breakfast sausage.	",4.5,3.56,4,16,6,2,25,4,1,4,43,32,25,1432,Jackie O's Pub & Brewery,3.9444444444444446,4.222222222222222,4.0,3.888888888888889,3.7777777777777777,71880
Hogwash!,Hogwash!,3782,Smoked Beer,86,Fullsteam Brewery,Notes:Hickory Smoked Brown Porter brewed to be paired with North Carolina Barbecue.	,6.5,3.91,4,32,5,11,20,2,1,2,5,99,45,23145,Fullsteam Brewery,3.909090909090909,3.9545454545454546,4.045454545454546,3.909090909090909,3.8181818181818183,59892
Holidale,Holidale,4246,Barleywine - American,97,Berkshire Brewing Company Inc.,Notes:,9.5,3.9,15,72,50,79,103,42,0,53,69,27,107,33,Berkshire Brewing Company Inc.,3.891566265060241,3.8313253012048194,3.9879518072289155,3.9066265060240966,3.9909638554216866,795
Holzar-Bier,Holzar-Bier,875,Lager - Munich Dunkel,22,Der HirschBrau/Privatbrauerei Höss,Notes:,5.2,3.67,9,31,6,18,61,5,0,10,23,5,82,620,Der HirschBrau/Privatbrauerei Höss,3.824468085106383,3.5319148936170213,3.675531914893617,3.622340425531915,3.6382978723404253,3182
Hommel Bier,Hommel Bier,2079,Pale Ale - Belgian,49,Perennial Artisan Ales,"Notes:A dry-hopped Belgian Pale Ale which defies tradition by combining Chinook and Columbus hops in the kettle, a dry hop addition of Simcoe, Cascade, and Mt. Hood Hops, American malts, and a Belgian yeast strain. The result is a beer with earthy and spicy tones from the yeast and a slight orange note contributed by the hops.	",5.9,3.79,26,45,10,72,41,65,0,74,115,28,44,25888,Perennial Artisan Ales,4.0,3.7,4.15,3.9,3.9,73837
Honey Brown Lager,Honey Brown Lager,788,Lager - European Dark,20,Big Rock Brewery,"Notes:Sweet and honey/molasses flavour, slightly hopped with fuller mouth feel.	",5.0,3.09,13,47,8,25,131,11,0,10,37,2,120,391,Big Rock Brewery,3.0483870967741935,3.0161290322580645,3.338709677419355,3.064516129032258,2.870967741935484,11175
"Honey, I Can Explain","Honey, I Can Explain",1143,Braggot,28,South Street Brewery,Notes:,7.0,3.69,0,0,0,3,7,0,0,0,3,1,4,1659,South Street Brewery,3.0,3.25,3.5,3.75,3.25,72059
Honkaku Karakuchi Mugi,Honkaku Karakuchi Mugi,3428,Happoshu,79,"Kirin Brewery Company, Limited",Notes:,5.0,3.19,11,9,2,5,3,2,0,2,4,0,8,292,"Kirin Brewery Company, Limited",4.0,3.5,3.0,3.0,3.0,64285
Honker's Ale,Honker's Ale,1601,Bitter - English,40,Goose Island Beer Co.,"Notes:Golden sunset color, fruity hop aroma, biscuity malt flavor, soft body.	",4.3,3.67,14,35,3,53,66,28,1,32,58,1,79,1549,Goose Island Beer Co.,4.000574712643679,3.646551724137931,3.768965517241379,3.704022988505747,3.824712643678161,1157
Hoogstraten Poorter,Hoogstraten Poorter,2997,Porter - Baltic,69,Brouwerij Sterkens N.V.,Notes:,6.5,3.71,9,54,11,21,87,28,0,48,14,10,63,183,Brouwerij Sterkens N.V.,3.55625,3.53125,3.65625,3.325,3.5,591
Hop,Hop,1960,Mild Ale - English Pale,47,Greene King / Morland Brewery,"Notes:Formerly marketed as ""The Beer To Dine For"".	",5.0,3.37,26,35,2,64,37,32,0,32,76,9,51,203,Greene King / Morland Brewery,3.6346153846153846,3.3076923076923075,3.3653846153846154,3.4615384615384617,3.4038461538461537,20877
Hop Common,Hop Common,1163,California Common / Steam Beer,29,Peekskill Brewery,Notes:Unfiltered with amber hues and a medium body. Segal Ranch Nugget and Cascade Hops give citrus and fresh pine on the nose. Finishes dry with slight bitterness.	,5.7,3.74,17,20,4,55,12,33,0,34,77,2,39,18168,Peekskill Brewery,3.888888888888889,3.6666666666666665,3.888888888888889,4.055555555555555,4.055555555555555,50087
Hop In The Dark Cascadian Dark Ale,Hop In The Dark Cascadian Dark Ale,1358,IPA - Black / Cascadian Dark Ale,34,Deschutes Brewery,"Notes:An India Black Ale.Available - May to SeptemberAlc. by Vol. - 6.5% (2010), 6.9% (2011)IBUs - 75	",6.9,4.11,15,82,17,144,58,64,0,86,133,12,115,63,Deschutes Brewery,4.033415841584159,4.025990099009901,4.147277227722772,3.9393564356435644,4.101485148514851,58695
Hop Noir,Hop Noir,1386,IPA - Black / Cascadian Dark Ale,34,Peak Organic Brewing Company,"Notes:Hop Noir is a delectable Black IPA, dripping with piney, aromatic Centennial hops. The malt base is dark and rich, anchored by organic black malt. This provides a strong foundation for the extravagant kettle hopping and dry-hopping that this beer experiences. Enjoy with a night-light.98 IBU	",7.7,3.81,13,60,19,100,59,26,0,37,100,6,96,13884,Peak Organic Brewing Company,3.816901408450704,3.852112676056338,4.169014084507042,3.816901408450704,3.795774647887324,66426
Hop Ottin' IPA,Hop Ottin' IPA,1299,IPA - American,32,Anderson Valley Brewing Company,"Notes:Our Hop Ottin’ IPA is brewed and dry-hopped with copious amounts of Columbus and Cascade. This beer is a showcase of the bright citrusy aromas, bold grapefruit and pine-like flavors, and resiny bitterness that hop heads crave. With a brilliant, deep amber color and solid malt backbone, hints of citron, roses, and bergamot climax with a dry, herbal finish in this well-balanced interpretation of a West Coast IPA.	",7.0,4.01,30,29,12,69,48,69,0,75,99,2,61,193,Anderson Valley Brewing Company,4.007655502392344,4.002870813397129,4.110526315789474,3.9502392344497608,4.047846889952153,611
Hop Rod Rye,Hop Rod Rye,3703,Rye Beer,85,Bear Republic Brewing Co.,Notes:A high gravity IPA brewed with 18% rye malt. Hop Rod Rye has a floral hop aroma and subtle caramel notes with a slightly earthy and spicy rye character.2009 California State Fair – GOLD2003 California State Fair – GOLD2002 Real Ale Festival (Chicago) – GOLD	,8.0,4.24,11,51,19,66,47,28,0,27,107,40,132,610,Bear Republic Brewing Co.,4.2174594877156295,4.209879769994773,4.2956089911134345,4.225823314166231,4.342394145321484,3158
Hop Stoopid,Hop Stoopid,1508,IPA - Imperial,37,Lagunitas Brewing Company,"Notes:Clean this mess up or else we'll all end up in jail...those test tubes and the scale...just get 'em all outta here..."" He was referring to the complex super-critical-CO2 hop extraction equipment set up on the table in the lab across from the brewhouse. Hop extracts are for the BIG brewers, he thought - suitable only for crummy sub-standard and barely-passable industrial lagers, not the subtle and elegant craft beer made here. But wrong he was. The New Brewer does not eschew any possible inputs. In this case the mountain of extracts will replace the mountain of hop vegetative material in the kettle thus creating cleaner hop flavors and preventing the otherwise spinach-like mess of a kettle full of super-hopped wort from clogging up a pump or worse. The sensuous honey-like amber ooze was administered intravenously to the wort kettle and the sacrament was complete. Another kettle of Hop Stoopid is once again raised up and fermented on high.	",8.0,4.21,28,30,15,84,42,43,0,56,98,2,36,220,Lagunitas Brewing Company,4.15974025974026,4.244155844155844,4.071103896103896,4.05487012987013,4.173376623376623,35738
Hop Strike Black IPA,Hop Strike Black IPA,1367,IPA - Black / Cascadian Dark Ale,34,Tommyknocker Brewery,Notes:Hop Strike is a dry hopped black rye IPA. The beer is characterized by an intermingling of spicy citrus hops and chocolate malt. Substantial 78 IBUs are balanced by roasted rye resulting in a nice depth of malt character and deep color.	,6.5,3.78,22,75,11,101,44,19,1,23,115,18,126,156,Tommyknocker Brewery,3.9027777777777777,3.8194444444444446,4.038194444444445,3.7916666666666665,3.8819444444444446,58876
Hop Sun (Summer Wheat Beer),Hop Sun (Summer Wheat Beer),4860,Wheat Beer - American Pale,111,Southern Tier Brewing Company,Notes:,5.1,3.8,29,25,6,58,20,56,1,56,72,3,76,3818,Southern Tier Brewing Company,4.13107822410148,3.8572938689217757,3.6913319238900635,3.806553911205074,3.8816067653276956,17497
Hop Wrangler,Hop Wrangler,1344,IPA - Belgian,33,Peace Tree Brewing Co.,"Notes:Joe’s multinational take on a classic IPA. IPA’s are known for their intense hop bitterness, flavor and aromas. First, Joe used American and English malt, then American and English hops are added during the mash, first wort, boil, and finally it’s dry hopped for aroma. Belgium gets involved with the yeast and a special candy sugar finish for smoothness and flavor.	",6.25,3.67,30,43,15,105,56,61,2,69,121,14,58,21818,Peace Tree Brewing Co.,3.875,3.8295454545454546,3.875,3.75,3.875,58122
HopFish IPA,HopFish IPA,1462,IPA - English,36,Flying Fish Brewing Company,"Notes:The Hopfish -- a brilliant little thing. Catch one, and reminisce about the classic days of IPAs fortified by multiple additions of hops, and balanced with the residual sweetness of caramel malts. The Hopfish is always ready to take on the harsh conditions of the even changing beer world.	",6.2,3.57,9,30,5,62,48,29,2,44,104,5,79,339,Flying Fish Brewing Company,3.772727272727273,3.5080213903743314,3.716577540106952,3.628342245989305,3.585561497326203,21538
HopHead,HopHead,1638,Bitter - English,40,Dark Star Brewing Company Limited,Notes:An extremely clean-drinking pale golden ale with a strong floral aroma and elderflower notes from the Cascade hops. This beer is full-bodied and full-flavoured yet gentle enough to make it a favourite session beer.50 IBU	,3.8,3.89,25,57,8,67,15,33,0,29,85,21,23,7898,Dark Star Brewing Company Limited,4.285714285714286,4.071428571428571,3.738095238095238,4.0476190476190474,4.166666666666667,14297
Hopback Entire Stout,Hopback Entire Stout,3921,Stout - English,90,Hop Back Brewery plc,Notes:,4.5,3.78,20,92,13,63,46,18,0,13,41,8,115,2298,Hop Back Brewery plc,3.857142857142857,3.6666666666666665,3.875,3.630952380952381,3.7023809523809526,5788
Hopback Summer Lightning,Hopback Summer Lightning,1615,Bitter - English,40,Hop Back Brewery plc,Notes:,5.0,3.66,37,35,3,66,18,26,0,18,85,9,36,2298,Hop Back Brewery plc,3.7658227848101267,3.4145569620253164,3.7721518987341773,3.5537974683544302,3.5759493670886076,5785
Hopf Dunkle Weisse,Hopf Dunkle Weisse,4926,Wheat Beer - Dunkelweizen,112,Weissbierbrauerei Hopf,Notes:,5.0,3.71,22,35,7,8,30,20,0,33,10,14,60,1357,Weissbierbrauerei Hopf,3.75,3.6944444444444446,3.9722222222222223,3.509259259259259,3.611111111111111,3672
Hopf Weisser Bock,Hopf Weisser Bock,227,Bock - Weizenbock,6,Weissbierbrauerei Hopf,Notes:,7.0,3.97,15,54,22,9,62,38,0,76,9,44,78,1357,Weissbierbrauerei Hopf,4.042553191489362,3.8404255319148937,3.8404255319148937,3.9148936170212765,3.925531914893617,3673
Hopnotic India Pale Ale,Hopnotic India Pale Ale,1480,IPA - English,36,Cricket Hill Brewing Co.,Notes:,6.5,3.32,23,56,10,96,50,68,4,91,131,10,60,1344,Cricket Hill Brewing Co.,3.471774193548387,3.120967741935484,3.5483870967741935,3.3870967741935485,3.282258064516129,18766
Hoponius Union,Hoponius Union,2551,Lager - India Pale Lager (IPL),60,Jack's Abby Brewing,Notes:This lager harmoniously combines lager yeast fermentation and west coast IPA hops. Our India style Pale Lager is like a traditional IPA but with a twist - it’s fermented cold and aged for extended periods. A blend of classic American hops creates a huge tropical fruit and citrusy hop aroma. A dry finish accentuates the pleasant bitterness and hop profile. Hoponius Union uses locally grown dehulled spelt from MA.65 IBU	,6.5,4.25,30,25,16,87,35,52,3,56,106,10,54,26520,Jack's Abby Brewing,4.340909090909091,4.454545454545454,4.136363636363637,4.068181818181818,4.2727272727272725,71820
Hoppy Daze IPA,Hoppy Daze IPA,1342,IPA - Belgian,33,Coronado Brewing Company,Notes:,9.0,3.79,21,35,25,57,34,68,1,73,102,37,37,2447,Coronado Brewing Company,3.87,4.06,3.96,3.86,3.93,13967
Hoppy Feet,Hoppy Feet,1357,IPA - Black / Cascadian Dark Ale,34,Clown Shoes,Notes:,7.0,3.89,11,45,14,82,33,9,0,9,87,5,70,22951,Clown Shoes,3.8858267716535435,3.927165354330709,4.124015748031496,3.875984251968504,3.937007874015748,55019
Hopus,Hopus,1332,IPA - Belgian,33,Brasserie Lefèbvre SA,Notes:,8.3,3.76,9,22,20,39,38,38,0,39,56,21,39,149,Brasserie Lefèbvre SA,3.727272727272727,3.5954545454545452,3.981818181818182,3.6818181818181817,3.672727272727273,47583
Hot Blooded Foreign Stout,Hot Blooded Foreign Stout,3985,Stout - Foreign / Export,91,Cigar City Brewing,Notes:,7.0,4.14,14,93,13,61,52,8,0,3,23,19,111,17981,Cigar City Brewing,4.15,4.15,4.4,4.1,4.0,73079
Hot Chocolate,Hot Chocolate,3230,Chile Beer,75,Valkyrie Brewing,Notes:,5.25,3.24,3,91,16,29,59,2,0,2,10,88,95,683,Valkyrie Brewing,2.7435897435897436,3.2948717948717947,3.0128205128205128,2.9743589743589745,3.0256410256410255,21071
Hot-Jala-Heim,Hot-Jala-Heim,3214,Chile Beer,75,Horseheads Brewing Inc.,"Notes:This style of beer is classified in the ""Fruit/Vegetable"" category as a ""Chili beer"". The focus is obviously on the chili peppers used during the brewing process. Our version uses a mix of hot peppers, including jalapenos and anaheims (hence the name...Hot-Jala-Heim). It has a delightful 'peppery' aroma as well as taste with a 'mild' sensation of heat experienced after swallowing.	",7.2,3.85,6,40,28,10,33,14,0,13,11,153,42,16261,Horseheads Brewing Inc.,3.6666666666666665,3.8846153846153846,3.6025641025641026,3.7051282051282053,3.871794871794872,40449
Houblon Chouffe Dobbelen IPA Tripel,Houblon Chouffe Dobbelen IPA Tripel,1303,IPA - Belgian,33,Brasserie d'Achouffe,"Notes:The gnomes of Fairyland may be little, but they have big, very big, personalities. HOUBLON CHOUFFE matches their impish spirits. All gnomes, with their innate good taste, are in full agreement about HOUBLON CHOUFFE, which is flavoured by three different types of hops. This India Pale Ale is appreciated for its pronounced bitterness combined with the fruity tones of traditional Achouffe beers: it softens the strongest of characters.	",9.0,4.23,38,51,22,82,79,69,1,93,135,36,46,321,Brasserie d'Achouffe,4.177832512315271,4.1123152709359605,4.364039408866995,4.132019704433498,4.264532019704434,27804
